player_name,league_name,player game win %,player true games total,Z-Goals per average per game,Z-Assists per average per game,Z-Shots per average per game,Z-Saves per average per game,Z-Nonstandard points per average per game
Stevo,Challenger,43.5%,23,0.5327141671329212,-0.27407069906749576,0.8250499510894109,-0.8991503162289157,-0.8376548945830993
Lord,Challenger,58.3%,24,0.014445816087033244,0.9322520357722972,-0.0857917786398286,-0.6522105242000082,-0.8411148110157364
QUIKHorizon,Challenger,0.0%,6,-1.043420489222182,0.15586190552232837,-1.1411390180030996,0.23014361029782904,-0.8562887578201601
E-van,Challenger,53.3%,45,1.4801789919411763,0.4471228547710516,0.7597151497609996,0.19044679274665757,-0.8981286394162347
bomb3rrr,Challenger,0.0%,3,0.1798201791841151,-1.948847767416386,-1.8572493322028214,0.7648192304064579,-0.9010285061448338
Mamba,Premier,26.3%,19,-1.3315692362835911,0.16973371476078417,-1.7622061065229229,0.15543539216534336,-0.9089414743212052
Voltdestroyer,Challenger,31.7%,41,1.710894592055957,-0.16281186571175119,1.878510557674156,1.5216585329067518,-0.9100379291618291
Jackz,Challenger,31.8%,22,-0.8444952142110714,-0.22906540768419498,-0.6289521237157906,-1.0343653087102112,-0.9117572093609531
Stradus,RisingStar,53.8%,13,-0.48360171175382555,0.3271675737503334,0.575582517290901,0.6496115715565592,-0.9238129353678395
Wastee,Challenger,29.4%,17,-0.9832162407735406,0.40639890075848784,-0.8549600240805779,-0.6790491143549306,-0.9564931874962543
Will.Johnston,Prospect,52.9%,17,-0.6966481954995275,-1.0654659565167366,-0.6952230100908151,-1.4137455805648036,-0.9668663832946209
Wubik,Premier,66.7%,9,1.5601889514349092,-0.5794165634817741,0.5102438618248301,-0.6138006054644111,-0.9871785622095253
Noriko,Premier,36.4%,22,-0.8982853764634517,-0.017523066930576783,-0.49474014180647113,-0.248300598269454,-0.9878467706360141
KaseADilla,Challenger,0.0%,9,-1.8014851287979152,-1.0008370328191774,-0.9502455517900286,-0.33869301887298087,-1.0311750776214152
Latumos,Premier,41.7%,48,0.16516380651475004,0.5997849069024402,-0.20703512332415536,0.11232872190504578,-1.0344601592457514
timmy,Premier,41.7%,48,-0.2289891242335022,-0.7981193025332328,-0.46811770233388533,-0.317967631726393,-1.0344601592457514
YUMO,RisingStar,45.8%,24,-0.05158088224041945,-0.8315114022215253,-0.42649545264713534,0.2396171387392252,-1.0362582489996826
bleu,Challenger,25.0%,4,-2.180517448585782,-1.948847767416386,-3.0001770953432176,0.9870010977811705,-1.0672509941913806
YUMO,Challenger,25.0%,4,-0.4198511889260143,0.9452769358835555,-0.7652260929774796,-1.5398337980761898,-1.0672509941913806
CaptainBravo,Prospect,35.7%,14,-1.9655891113650399,-1.3479225025907116,-2.4647009609376176,-2.6116619522039977,-1.0717025776770155
AlphaLAG,RisingStar,44.4%,18,-0.8775988509697584,-0.7071246281833604,-0.36029355144776826,0.9510245337468792,-1.0928485359998925
Fishy,Premier,37.5%,8,-0.29218196820558207,-0.7354734874961055,0.743248692098607,1.790041384181973,-1.1005364165415716
Zer0Vibes,Prospect,50.0%,12,0.9387978690957488,-0.46785530909904105,0.8569649729773338,1.3909404027473433,-1.112196825507562
Ceij,RisingStar,25.0%,4,-2.3141322779988007,2.6168198821994624,-2.061701802610436,1.2013722844227952,-1.1666784554136296
Ryu Protex,Premier,53.8%,13,0.41386271871724195,0.4306981813923862,-0.7290201900669917,1.459311188428618,-1.1686931262704228
Lege,Challenger,55.6%,54,0.1129933602878752,0.5962726651040644,0.08219453071618689,1.0050173588081732,-1.1834576715442953
WiseWazowski,RisingStar,43.2%,37,0.06756609969448649,0.06739175971489564,-0.13050048856811064,-0.27180160524212976,-1.1849890901595634
MeanVoltage,Challenger,52.4%,42,0.42203901246198416,-0.48859952079289926,-0.40974930429912065,-0.4032948468528099,-1.1973159016873913
iChaotic,Challenger,56.0%,50,0.6162407839328291,0.3151523948735677,1.4021687434350756,-0.11206589874775771,-1.2250187432567488
FrenchStrudel (Im Black),Prospect,57.1%,7,3.98142830267789,0.8630240930744031,2.4203597444007006,0.6602840645441276,-1.272301566665613
Pewpew625,RisingStar,40.0%,15,-1.411509443344098,0.523166114761658,0.010429112653723132,-0.6139014491132617,-1.3348175469524055
Mamba,Challenger,74.1%,27,1.0853853401043445,0.030303530867047394,0.6108849164513974,1.3314974919625329,-1.3751925282352548
Onion,RisingStar,26.3%,19,-1.603901059625936,-0.9665233190706765,-2.2224971654702648,-0.26426127007193895,-1.4515037542063893
Zer0Vibes,RisingStar,75.0%,4,-1.483776398143984,1.02156644933281,0.3456439136745084,-0.033364076586622125,-1.4617160454387117
Pewpew625,Prospect,57.7%,52,0.4998738263053889,0.05202662590153843,0.19244293845655366,-0.18396271057183344,-1.5290119218781808
QUIKHorizon,Prospect,51.9%,52,-0.0026159681476246458,0.37581162813332963,-0.30872392024457174,0.4924247053741326,-1.5307850554264906
PercyJ2014,Prospect,54.5%,55,0.15856101350425852,0.6755788256366485,-0.1274373407099102,-0.46376290207604876,-1.5601980907980424
kazan,Challenger,25.0%,4,-0.5483053094942034,-1.127773225940316,-0.4184318553001872,0.9258366772743781,-1.628587783030358
DJCJ,Premier,66.7%,3,-0.40012829795741883,-1.084935022159086,1.521243233501934,-1.1910706235597346,-1.634276305891619
Kiin.gov,Challenger,100.0%,3,0.3892049687443484,3.0061862159595103,-0.7039609887459628,-2.580199454295812,-1.6854466005725939
Bouy101,Premier,56.3%,16,1.7920361307748438,0.5548331225687598,0.15069675673502836,1.4576222587258922,-1.709485612248433
Bruh.com,RisingStar,0.0%,3,-2.3141322779988007,-2.0624587286689726,-0.751932512658415,5.009559822257338,-1.8363435502012935
Freight Cabbage,RisingStar,0.0%,3,0.6541081975003186,-2.0624587286689726,-0.17865741223336004,0.3107432250775362,-1.8363435502012935
Pewpew625,Challenger,25.0%,8,-1.7574747104946993,-1.4744491434524343,-1.3320073655579059,0.9735241388264029,-1.8541122497780231
FusionBleach,Premier,75.0%,8,2.049107763222744,0.8620829749700635,1.2072064966727607,-0.9604317970385786,-1.8710656867443176
QUIKHorizon,RisingStar,41.2%,17,-1.093297367527397,-0.9009877843190761,-1.4642078586447702,-0.6622090890996029,-1.9397439425268943
FightingHamster3,RisingStar,25.0%,4,0.603054461321734,-2.0624587286689726,0.2732075156494455,-0.07442419310474992,-2.001183582411238
FatalityVader,Prospect,50.0%,6,-1.3321272614198125,0.7981643412136381,-0.826868721381093,0.8679926038677582,-2.085391194657016
Thumby,Prospect,100.0%,3,-0.6986654114745853,1.0478743858775832,-0.5763816626048768,2.403908953789876,-2.623445119359534
tkd247,Premier,50.0%,6,1.001593755071567,-1.822977419881287,-1.356920049406394,0.253901799840593,-2.806709329845783
